code,title,Availabilities,Curriculum,RulesPrereqs,RulesPrereqsList,RulesCoreqs,RulesCoreqsList,RulesIncomps,RulesPrereqsList
ENSC3016,"Power and Machines",162466,"MJD-ENGSC Engineering Science (BSc|*|) as core in Electrical [Active]; 
MJD-ATRDM Automation and Robotics (BAR|*|) as core [Active];","[(ENC2001 Motion and ENSC2002 Energy) or ENSC2003 Engineering Electrical Fundamentals] and (MATH1002 Mathematical Methods 2 or MATH1012 Mathematical Theory and Methods),  or enrolment in the Master of Renewable and Future Energy.",209219;209220;209221;209222;209223;209224;209225;209226;209227;209228;209229;209230;209231;209232;209233;209234,Nil.,37047,Nil.,209219;209220;209221;209222;209223;209224;209225;209226;209227;209228;209229;209230;209231;209232;209233;209234
ENSC3009,Geomechanics,162467,"MJD-ENGSC Engineering Science (BSc|*|) as core in Civil [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as core in Environmental [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as core in Mining [Active];","completion of 18 points of the Level 1 and Level 2 units taken from the degree-specific Engineering Science major, including PHYS1001 Physics for Scientists and Engineers and [MATH1002 Mathematical Methods 2 or (MATH1011 Multivariable Calculus and MATH1012 Mathematical Theory and Methods)]",208354;208355;208356;208357;208358;208359;208360;208361;208362;208363;208364;208365;208366;208367;208368,Nil.,,Nil.,208354;208355;208356;208357;208358;208359;208360;208361;208362;208363;208364;208365;208366;208367;208368
ENSC3007,"Heat and Mass Transfer",162468,"MJD-ENGSC Engineering Science (BSc|*|) as core in Chemical [Active];","completion of 18 points of the Level 1 and Level 2 units taken from the degree-specific Engineering Science major, including MATH1002 Mathematical Methods 2 or (MATH1011 Multivariable Calculus and MATH1012 Mathematical Theory and Methods), or enrolment in the Master of Engineering in Oil and Gas.",208157;208158;208159;208160;208161;208162;208163;208164;208165;208166;208167,Nil.,36775,Nil.,208157;208158;208159;208160;208161;208162;208163;208164;208165;208166;208167
ENSC3018,"Process Synthesis and Design",162469,"MJD-ENGSC Engineering Science (BSc|*|) as core in Chemical [Active];","ENSC3005 Mass and Energy Balances and ENSC3007 Heat and Mass Transfer",209285;209286;209287;209288;209289,Nil.,,Nil.,209285;209286;209287;209288;209289
ENSC3011,"Fundamentals of Mining Engineering",162470,"MJD-ENGSC Engineering Science (BSc|*|) as core in Civil [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as core in Environmental [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as core in Mining [Active];","MATH1721 Mathematics Foundations: Methods or Mathematics Methods ATAR",208614;208615;208616;208617;208618;208619,Nil.,,Nil.,208614;208615;208616;208617;208618;208619
ENSC3012,"Data Collection and Analysis",162471,"MJD-ENGSC Engineering Science (BSc|*|) as core in Environmental [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as core in Mining [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as option in Civil [Active];","completion of 18 points of the Level 1 and Level 2 units taken from the degree-specific Engineering Science major, including (MATH1002 Mathematical Methods 2 or MATH1012 Mathematical Theory and Methods) and CITS2401 Computer Analysis and Visualisation",208839;208840;208841;208842;208843;208844;208845;208846,Nil.,,Nil.,208839;208840;208841;208842;208843;208844;208845;208846
MATH3021,"Nonlinear Dynamics and Chaos",160890,"MJD-MTHST Mathematics and Statistics (BSc|*|) as option [Active]; 
MJD-EMATH Mathematics (BMath|*|) as option [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active];","MATH2021 Introduction to Applied Mathematics",185518,Nil.,41852,Nil.,185518
STAT3061,"Random Processes and their Applications",162472,"MJD-MTHST Mathematics and Statistics (BSc|*|) as option [Active]; 
MJD-EMATH Mathematics (BMath|*|) as option [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active]; 
MJD-STATS Statistics (BSc|*|) as core [Active];","STAT2062 Fundamentals of Probability with Applications",250922;250923;250924;250925,Nil.,35355,Nil.,250922;250923;250924;250925
MATH3032,"Topology and Manifolds",160872,"MJD-MTHST Mathematics and Statistics (BSc|*|) as option [Active]; 
MJD-EMATH Mathematics (BMath|*|) as option [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active];","MATH2031 Introduction to Pure Mathematics",185514;185515,Nil.,41795,Nil.,185514;185515
MATH3022,"Scientific and Industrial Modelling",160873,"MJD-MTHST Mathematics and Statistics (BSc|*|) as option [Active]; 
MJD-EMATH Mathematics (BMath|*|) as option [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active];","MATH2021 Introduction to Applied Mathematics",185511,Nil.,41823,Nil.,185511
STAT3062,"Statistical Science",162473,"MJD-MTHST Mathematics and Statistics (BSc|*|) as option [Active]; 
MJD-EMATH Mathematics (BMath|*|) as option [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active]; 
MJD-STATS Statistics (BSc|*|) as core [Active];","STAT2062 Fundamentals of Probability with Applications",60567;60568;60569;60570;60571;60572,Nil,35361,Nil.,60567;60568;60569;60570;60571;60572
MATH3031,"Algebraic Structures and Symmetry",160891,"MJD-MTHST Mathematics and Statistics (BSc|*|) as option [Active]; 
MJD-EMATH Mathematics (BMath|*|) as option [Active]; 
MJD-MATHS Mathematics (BSc|*|) as option [Active];","MATH2031 Introduction to Pure Mathematics",188662;188663,Nil.,41801,Nil.,188662;188663
MATH1601,"Mathematics: from the Renaissance to Modern Day",162474,"Unattached elective in BSc",Nil.,41936,Nil.,41937,Nil.,41936
MGMT2341,"International Management",162475;162476,"MJD-MGMNT Management (BCom|*|) as option [Active]; 
MJD-GLBUS Global Business (BBus|*|) as core [Active];","MGMT1135 Organisational Behaviour or MGMT1136 Management and Organisations",114805;114806;114807;114808,Nil.,114809,"MGMT3341 International Management",114805;114806;114807;114808
ANIM3320,"Comparative Neurobiology",158329,"MJD-NEURS Neuroscience (BSc|*|BBiomedSc|*|) as core [Active]; 
MJD-HSNEM Human Science and Neuroscience (BHumSc|*|) as core [Active]; 
MNR-BRBEH Brain and Behaviour () as core [Active]; 
71520 Master of Biomedical Science (coursework or coursework and dissertation) as conversion in Neuroscience [Active];","any Level 2 unit in BIOL, PHYL, ANHB, ANIM, PSYC",165346;165347;165348;165349;165350;165351;165352;165353;165354;165355;165356;165357;165358;165359;165360;165361,Nil,1939,Nil.,165346;165347;165348;165349;165350;165351;165352;165353;165354;165355;165356;165357;165358;165359;165360;165361
ACCT2242,"Accounting Information Systems",162477;162478;162479,"MJD-ACCTG Accounting (BCom|*|) as core [Active];","ACCT1101 Financial Accounting",114761;114762,Nil.,114763,Nil.,114761;114762
STAT1400,"Statistics for Science",162480;162481,"MJD-BCHMB Biochemistry and Molecular Biology (BSc|*|BBiomedSc|*|) as core [Active]; 
MJD-QTMTD Quantitative Methods (BSc|*|) as option [Active]; 
MJD-DATSC Data Science (BSc|*|) as core [Active]; 
MJD-GENET Genetics (BSc|*|BBiomedSc|*|) as core [Active]; 
MJD-MLSDM Molecular Life Sciences (BMolSc|*|) as core [Active]; 
MJD-BCNDM Biochemistry of Nutrition (BSc|*|) as core [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as core [Active]; 
MJD-HSDEM Human Sciences and Data Analytics (BHumSc|*|) as option [Active]; 
MJD-STATS Statistics (BSc|*|) as option [Active]; 
MNR-DATSC Data Science () as core [Active]; 
MNR-SCILT Science in Society () as option [Active]; 
MNR-ASTAT Applied Statistical Learning () as core [Active]; 
73660 Master of Medical Physics (coursework and dissertation) [Conversion] [Active]; 
AU004 Associate Degree in Applied Technologies (Computer Science) () as core [Active];","Mathematics Applications ATAR or MATH1720 Mathematics Fundamentals or equivalent or higher",114870;114871;114872,Nil.,35230,"STAT1520 Economic and Business Statistics",114870;114871;114872
STAT2402,"Analysis of Observations",162482,"MJD-QTMTD Quantitative Methods (BSc|*|) as core [Active]; 
MJD-DATSC Data Science (BSc|*|) as core [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as core [Active]; 
MJD-HSDEM Human Sciences and Data Analytics (BHumSc|*|) as core [Active]; 
MJD-STATS Statistics (BSc|*|) as core [Active]; 
MNR-DATSC Data Science () as option [Active]; 
MNR-ASTAT Applied Statistical Learning () as core [Active]; 
62530 Master of Data Science (coursework or coursework and dissertation) as conversion [Active]; 
AU004 Associate Degree in Applied Technologies (Computer Science) () as option [Active];",Nil,115908;115909;115910;115911;115912;115913;115914;115915,Nil.,35323,Nil,115908;115909;115910;115911;115912;115913;115914;115915
STAT2401,"Analysis of Experiments",162483,"MJD-QTMTD Quantitative Methods (BSc|*|) as core [Active]; 
MJD-DATSC Data Science (BSc|*|) as core [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as core [Active]; 
MJD-HSDEM Human Sciences and Data Analytics (BHumSc|*|) as core [Active]; 
MJD-STATS Statistics (BSc|*|) as core [Active]; 
MNR-DATSC Data Science () as option [Active]; 
MNR-ASTAT Applied Statistical Learning () as core [Active]; 
62530 Master of Data Science (coursework or coursework and dissertation) as conversion [Active]; 
AU004 Associate Degree in Applied Technologies (Computer Science) () as option [Active];",Nil,115779;115780;115781;115782;115783;115784;115785;115786,Nil.,35311,Nil,115779;115780;115781;115782;115783;115784;115785;115786
STAT3402,"Communication and Problem Solving with Statistics",162484,"MJD-QTMTD Quantitative Methods (BSc) as core [Active];","STAT3401 Advanced Data Analysis",37304;37305,Nil.,35452,Nil.,37304;37305
STAT3401,"Advanced Data Analysis",162485,"MJD-QTMTD Quantitative Methods (BSc|*|) as core [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as core [Active]; 
MJD-HSDEM Human Sciences and Data Analytics (BHumSc|*|) as core [Active]; 
MJD-STATS Statistics (BSc|*|) as core [Active];","STAT2401 Analysis of Experiments <strong>and</strong>  STAT2402 Analysis of Observations",250928;250929;250930;250931,Nil.,35421,"STAT4065 Multilevel and Mixed-Effects Modelling (ID 6203)",250928;250929;250930;250931
MGMT3308,"Supply Chain Management",162486,"MJD-MGMNT Management (BCom|*|) as option [Active];","any two Level 2 units in the Management major or MGMT2341 International Management and ECON2105 Rise of the Global Economy",,Nil.,,"MKTG3308 Supply Chain Management",
STAT1520,"Economic and Business Statistics",162487;162488;162489,"CB006 Bachelor of Engineering (Honours)/ Bachelor of Commerce as core [Active from 2026]; 
CB017 Bachelor of Philosophy, Politics and Economics and Bachelor of Commerce as core [Active]; 
CB023 Bachelor of Human Rights and Bachelor of Commerce as core [Active]; 
CB027 Bachelor of Modern Languages and Bachelor of Commerce as core [Active]; 
CB048 Bachelor of Media and Communication and Bachelor of Commerce as core [Active]; 
MJD-QTMTD Quantitative Methods (BSc|*|) as option [Active]; 
MJD-ECNPF Economics (BEc|*|BEc - MEc|*|) as core [Active]; 
MJD-FINEC Financial Economics (BEc|*|) as core [Active]; 
MJD-BUSAN Business Analytics (BCom|*|) as core [Active]; 
MJD-STATS Statistics (BSc|*|) as option [Active]; 
MNR-SCILT Science in Society () as option [Active]; 
BP002 Bachelor of Commerce () as core [Active]; 
BW002 Bachelor of Commerce (Professional) () as core [Proposed];","Mathematics Applications ATAR <strong>or</strong> MATH1720 Mathematics Fundamentals <strong>or</strong> ECON1111 Quantitative Methods for Business and Economics <strong>or</strong> equivalent or higher",114899;114900;114901;114902,Nil.,35254,"STAT1400 Statistics for Science (ID 388)",114899;114900;114901;114902
PATH3309,"Cancer Pathology",162490,"MJD-PLMED Pathology and Laboratory Medicine (BBiomedSc|*|) as core [Active]; 
MJD-BIOMS Biomedical Science (BSc|*|) as core in Pathology and Laboratory Medicine [Active]; 
MJD-MEDSI Medical Science (BBM|*|) as core in Pathology & Laboratory Medicine [Active];","PATH2210 Fundamentals of Pathology and Laboratory Medicine and PATH2220 Introduction to Human Disease",220324;220325;220326;220327;220328;220329;220330,Nil.,7067,"PATH3302 Cancer Pathology",220324;220325;220326;220327;220328;220329;220330
PHAR3310,"Molecular Pharmacology",162491,"MJD-PHARY Pharmacology (BBiomedSc|*|) as core [Drafted from 2026]; 
MJD-BIOMS Biomedical Science (BSc|*|) as core in Pharmacology [Active]; 
MJD-MEDSI Medical Science (BBM|*|) as core in Pharmacology & Toxicology [Active];","PHAR2210 Foundations of Pharmacology, and PHAR2220 Human Pharmacology; or IMED2002 Blood and Drugs <i>and</i> one of the following units: IMED2001 Body Defences; IMED2003 Essentials of Research in the Health and Medical Sciences or IMED2004 Human Development and Genetics",68715;68716;68717;68718;68719;68720;68721;68722;68723;68724,Nil.,,"PHAR3303 Drugs and Disease A and PATH3304 Drugs and Disease B",68715;68716;68717;68718;68719;68720;68721;68722;68723;68724
NEUR3310,Neuroscience,162492,"MJD-NEURS Neuroscience (BSc|*|BBiomedSc|*|) as core [Active]; 
MJD-HSNEM Human Science and Neuroscience (BHumSc|*|) as core [Active];","PHYL2002 Physiology of Cells or PHYL2245 Physiology of Cells or IMED2002 Blood and Drugs or PHAR2220 Human Pharmacology or equivalent units",236858,Nil.,,Nil.,236858
CITS1401,"Computational Thinking with Python",160847;160848,"MJD-CMPSC Computer Science (BSc|*|) as core [Active]; 
MJD-DATSC Data Science (BSc|*|) as core [Active]; 
MJD-PHYSC Physics (BSc|*|) as core [Active]; 
MJD-ICYDM International Cybersecurity (BACS|*|) as core [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as core [Active]; 
MJD-ARIDM Artificial Intelligence (BACS|*|) as core [Active]; 
MJD-CYBER Cybersecurity (BSc|*|) as core [Active]; 
MJD-FRODM Frontier Physics (BSc - MPhys|*|) as core [Active]; 
MJD-EAUTO Automation and Robotics Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-EBMEG Biomedical Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-ESOFT Software Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-BUSAN Business Analytics (BCom|*|) as core [Active]; 
MJD-QCOMP Quantum Computing (BACS|*|) as core [Active]; 
MNR-DATSC Data Science () as core [Active]; 
MNR-SCILT Science in Society () as core [Active]; 
53560 Master of Physics (coursework and dissertation) as conversion [Active]; 
62510 Master of Information Technology (coursework) as conversion [Active]; 
62530 Master of Data Science (coursework or coursework and dissertation) as conversion [Active]; 
73660 Master of Medical Physics (coursework and dissertation) [Conversion] [Active]; 
AU001 Associate Degree in Applied Technologies (Process Sensors) () as option [Active]; 
AU004 Associate Degree in Applied Technologies (Computer Science) () as option [Active];","Mathematics Applications ATAR or MATH1720 Mathematics Fundamentals or equivalent or higher",154809;154810;154811;154812;154813;154814;154815;154816;154817;154818,Nil.,,Nil.,154809;154810;154811;154812;154813;154814;154815;154816;154817;154818
CITS3403,"Agile Web Development",162493,"MJD-CMPSC Computer Science (BSc|*|) as core [Active]; 
MJD-ENGSC Engineering Science (BSc|*|) as core in Software Engineering [Active]; 
MJD-DATSC Data Science (BSc|*|) as core [Active]; 
MJD-ICYDM International Cybersecurity (BACS|*|) as core [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as core [Active]; 
MJD-ARIDM Artificial Intelligence (BACS|*|) as core [Active]; 
MJD-CYBER Cybersecurity (BSc|*|) as core [Active]; 
MJD-ESOFT Software Engineering (BE (Hons)|*|BE (Hons) - BSc|*|BE (Hons) - BCom|*|BE (Hons) - BPhil(Hons)|*|BE (Hons) - BA|*|BE (Hons) - BModLang|*|) as core [Active]; 
MJD-QCOMP Quantum Computing (BACS|*|) as core [Active];","CITS1001 Software Engineering with Java <strong>or</strong> CITS1401 Computational Thinking with Python <strong>or</strong> CITS2002 Systems Programming <strong>or</strong> equivalent",203715;203716;203717,Nil.,41392,"CITS5505 Agile Web Development",203715;203716;203717
CITS3402,"High Performance Computing",162494,"MJD-CMPSC Computer Science (BSc|*|) as option [Active]; 
MJD-ICYDM International Cybersecurity (BACS|*|) as option [Active]; 
MJD-CDSDM Computing and Data Science (BACS|*|) as option [Active]; 
MJD-ARIDM Artificial Intelligence (BACS|*|) as option [Active];","CITS2002 Systems Programming",228485,Nil.,41400,"CITS5507 High Performance Computing <strong>and</strong>  SHPC4002 Advanced Computational Physics",228485
CITS4008,"Scientific Communication",162495,"61550 Master of Professional Engineering as option in Software Engineering [Active];",Nil.,,Nil.,,"CITS7200 Scientific Communication",
PHAR3321,"Systems Pharmacology Methods",162496,"MJD-PHARY Pharmacology (BBiomedSc|*|) as core [Drafted from 2026]; 
MJD-BIOMS Biomedical Science (BSc|*|) as core in Pharmacology [Active]; 
MJD-MEDSI Medical Science (BBM|*|) as core in Pharmacology & Toxicology [Active];","[PHAR2210 Foundations of Pharmacology, and PHAR2220 Human Pharmacology]; or [IMED2002 Blood and Drugs and one of
the following units: IMED2001 Body Defences; IMED2003 Essentials of Research in the Health and Medical Sciences or
IMED2004 Human Development and Genetics]",,"PHAR3320 Systems Pharmacology",,"PHAR3303 Drugs and Disease A and PATH3304 Drugs and Disease B",
PHAR3311,"Molecular Pharmacology Methods",162497,"MJD-PHARY Pharmacology (BBiomedSc|*|) as core [Drafted from 2026]; 
MJD-BIOMS Biomedical Science (BSc|*|) as core in Pharmacology [Active]; 
MJD-MEDSI Medical Science (BBM|*|) as core in Pharmacology & Toxicology [Active];","PHAR2210 Foundations of Pharmacology, and PHAR2220 Human Pharmacology; or IMED2002 Blood and Drugs and one of the following units: IMED2001 Body Defences, IMED2003 Essentials of Research in the Health and Medical Sciences or IMED2004 Human Development and Genetics",68915;68916;68917;68918;68919;68920;68921;68922;68923;68924,"PHAR3310 Molecular Pharmacology; or Biomedical Science major level 2 units",68925,"PHAR3303 Drugs and Disease A, and PATH3304 Drugs and Disease B",68915;68916;68917;68918;68919;68920;68921;68922;68923;68924
